,Planet Name,Number of Stars,Number of Planets,Discovery Year,Controversial Flag,Orbital Period [days],Orbital Period Upper Unc. [days],Orbital Period Lower Unc. [days],Orbital Period Limit Flag,Orbit Semi-Major Axis [au],Orbit Semi-Major Axis Upper Unc. [au],Orbit Semi-Major Axis Lower Unc. [au],Orbit Semi-Major Axis Limit Flag,Planet Radius [Earth Radius],Planet Radius Upper Unc. [Earth Radius],Planet Radius Lower Unc. [Earth Radius],Planet Radius Limit Flag,Planet Radius [Jupiter Radius],Planet Radius Upper Unc. [Jupiter Radius],Planet Radius Lower Unc. [Jupiter Radius],Planet Radius Limit Flag,Planet Mass or Mass*sin(i) [Earth Mass],Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.,Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.,Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag,Planet Mass or Mass*sin(i) [Jupiter Mass],Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.,Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.,Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag,Planet Mass or Mass*sin(i) Provenance,Eccentricity,Eccentricity Upper Unc.,Eccentricity Lower Unc.,Eccentricity Limit Flag,Insolation Flux [Earth Flux],Insolation Flux Upper Unc. [Earth Flux],Insolation Flux Lower Unc. [Earth Flux],Insolation Flux Limit Flag,Equilibrium Temperature [K],Equilibrium Temperature Upper Unc. [K],Equilibrium Temperature Lower Unc. [K],Equilibrium Temperature Limit Flag,Data show Transit Timing Variations,Stellar Effective Temperature [K],Stellar Effective Temperature Upper Unc. [K],Stellar Effective Temperature Lower Unc. [K],Stellar Effective Temperature Limit Flag,Stellar Radius [Solar Radius],Stellar Radius Upper Unc. [Solar Radius],Stellar Radius Lower Unc. [Solar Radius],Stellar Radius Limit Flag,Stellar Mass [Solar mass],Stellar Mass Upper Unc. [Solar mass],Stellar Mass Lower Unc. [Solar mass],Stellar Mass Limit Flag,Stellar Metallicity [dex],Stellar Metallicity Upper Unc. [dex],Stellar Metallicity Lower Unc. [dex],Stellar Metallicity Limit Flag,Stellar Metallicity Ratio,Stellar Surface Gravity [log10(cm/s**2)],Stellar Surface Gravity Upper Unc. [log10(cm/s**2)],Stellar Surface Gravity Lower Unc. [log10(cm/s**2)],Stellar Surface Gravity Limit Flag,RA [deg],Dec [deg],Distance [pc],Distance [pc] Upper Unc,Distance [pc] Lower Unc,V (Johnson) Magnitude,V (Johnson) Magnitude Upper Unc,V (Johnson) Magnitude Lower Unc,Ks (2MASS) Magnitude,Ks (2MASS) Magnitude Upper Unc,Ks (2MASS) Magnitude Lower Unc,Gaia Magnitude,Gaia Magnitude Upper Unc,Gaia Magnitude Lower Unc
4498,Kepler-860 b,1,1,2016,0,5.10137945,8.94e-06,-8.94e-06,0.0,0.058,0.003,-0.003,0.0,3.24,0.81,-0.33,0.0,0.289,0.072,-0.029,0.0,10.6,20.65895,-19.443815,0.0,0.0332,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,233.62,15.71,-14.64,0.0,1050.0,21.0,-21.0,0.0,0,5836.0,75.4,-111.94,0.0,1.06,0.26,-0.11,0.0,1.04,0.07,-0.06,0.0,0.09,0.155,-0.142,0.0,1.0,4.4,0.08,-0.18,0.0,295.5772681,46.2547028,1056.36,26.955,-26.955,15.544,0.069,-0.069,13.75,0.044,-0.044,15.4033,0.000405,-0.000405
4499,Kepler-861 b,1,1,2016,0,3.94963138,5.49e-06,-5.49e-06,0.0,0.0463,0.003,-0.003,0.0,2.28,0.12,-0.13,0.0,0.203,0.011,-0.012,0.0,5.82,20.65895,-19.443815,0.0,0.0183,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,197.29,14.19,-13.11,0.0,966.0,21.0,-21.0,0.0,0,5047.0,65.25,-72.9,0.0,0.78,0.04,-0.04,0.0,0.82,0.04,-0.04,0.0,0.01,0.153,-0.165,0.0,1.0,4.58,0.03,-0.05,0.0,292.3539624,46.2262465,850.327,22.9325,-22.9325,15.993,0.286,-0.286,13.532,0.048,-0.048,15.5958,0.000524,-0.000524
4500,Kepler-862 b,1,1,2016,0,3.14866453,7.03e-06,-7.03e-06,0.0,0.039,0.003,-0.003,0.0,2.21,0.44,-0.17,0.0,0.197,0.039,-0.015,0.0,5.52,20.65895,-19.443815,0.0,0.0174,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,547.29,60.69,-53.0,0.0,1097.0,21.0,-21.0,0.0,0,5333.0,86.45,-134.35,0.0,0.84,0.07,-0.05,0.0,0.88,0.04,-0.05,0.0,0.04,0.146,-0.167,0.0,1.0,4.54,0.04,-0.08,0.0,297.7792466,46.4926688,1039.03,54.77,-49.624,15.601,0.103,-0.103,13.315,0.035,-0.035,15.3031,0.000442,-0.000442
4501,Kepler-863 b,1,1,2016,0,15.59461874,4.285e-05,-4.285e-05,0.0,0.122,0.003,-0.003,0.0,2.9,0.68,-0.32,0.0,0.259,0.061,-0.029,0.0,8.75,20.65895,-19.443815,0.0,0.0275,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,117.83,14.38,-12.48,0.0,718.0,21.0,-21.0,0.0,0,5678.0,317.91,-195.62,0.0,0.95,0.22,-0.1,0.0,0.96,0.11,-0.07,0.0,-0.03,0.143,-0.187,0.0,1.0,4.46,0.08,-0.14,0.0,297.6644677,43.2489903,1499.66,81.5,-73.64,15.567,0.115,-0.115,13.706,0.044,-0.044,15.4464,0.000428,-0.000428
4502,Kepler-864 b,1,2,2016,0,5.83376092,1.891e-05,-1.891e-05,0.0,0.0687,0.003,-0.003,0.0,2.4,0.63,-0.22,0.0,0.214,0.056,-0.02,0.0,6.35,20.65895,-19.443815,0.0,0.02,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,464.77,81.02,-66.43,0.0,1143.0,21.0,-21.0,0.0,0,5754.0,66.12,-63.35,0.0,1.0,0.26,-0.09,0.0,1.0,0.05,-0.05,0.0,0.04,0.136,-0.177,0.0,1.0,4.44,0.07,-0.19,0.0,285.0570943,46.3206074,2022.9,153.4,-133.65,15.898,0.149,-0.149,14.218,0.078,-0.078,15.7816,0.000613,-0.000613
4503,Kepler-864 c,1,2,2023,0,2.42150341,1.597e-05,-1.597e-05,0.0,0.0382,0.003,-0.003,0.0,1.62,0.47,-0.19,0.0,0.158,0.025,-0.02,0.0,3.26,20.65895,-19.443815,0.0,0.0102,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,1305.04,1132.86,-447.17,0.0,1532.0,21.0,-21.0,0.0,0,6213.0,173.0,-259.0,0.0,1.2,0.35,-0.14,0.0,1.27,0.14,-0.16,0.0,0.36,0.1,-0.3,0.0,1.0,4.39,0.06,-0.19,0.0,285.0570943,46.3206074,2022.9,153.4,-133.65,15.898,0.149,-0.149,14.218,0.078,-0.078,15.7816,0.000613,-0.000613
4504,Kepler-865 b,1,2,2016,0,14.16399294,2.463e-05,-2.463e-05,0.0,0.1057,0.003,-0.003,0.0,2.49,0.49,-0.24,0.0,0.222,0.044,-0.021,0.0,6.76,20.65895,-19.443815,0.0,0.0213,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,46.36,1.63,-1.58,0.0,694.0,21.0,-21.0,0.0,0,5570.0,287.71,-208.99,0.0,0.92,0.18,-0.09,0.0,0.93,0.09,-0.07,0.0,-0.01,0.138,-0.177,0.0,1.0,4.49,0.07,-0.13,0.0,297.7242257,43.5272796,586.137,7.904,-7.7,14.635,0.069,-0.069,12.684,0.024,-0.024,14.5036,0.000258,-0.000258
4505,Kepler-865 c,1,2,2023,0,6.20920207,4.79e-05,-4.79e-05,0.0,0.061,0.003,-0.003,0.0,0.89,0.19,-0.13,0.0,0.095,0.025,-0.02,0.0,0.64,20.65895,-19.443815,0.0,0.00201,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,164.98,110.29,-58.3,0.0,914.0,21.0,-21.0,0.0,0,5440.0,162.0,-162.0,0.0,0.89,0.19,-0.13,0.0,0.78,0.12,-0.06,0.0,-0.24,0.35,-0.3,0.0,1.0,4.44,0.14,-0.19,0.0,297.7242257,43.5272796,586.137,7.904,-7.7,14.635,0.069,-0.069,12.684,0.024,-0.024,14.5036,0.000258,-0.000258
4506,Kepler-866 b,1,1,2016,0,2.61703254,7.31e-06,-7.31e-06,0.0,0.0331,0.003,-0.003,0.0,1.63,0.08,-0.12,0.0,0.145,0.007,-0.011,0.0,3.29,20.65895,-19.443815,0.0,0.0104,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,196.13,11.27,-10.56,0.0,996.0,21.0,-21.0,0.0,0,4751.0,64.17,-70.26,0.0,0.71,0.03,-0.04,0.0,0.75,0.04,-0.05,0.0,-0.07,0.16,-0.172,0.0,1.0,4.62,0.03,-0.03,0.0,290.1222112,43.085407,646.667,16.109,-15.358,16.124,0.183,-0.183,13.484,0.03,-0.03,15.7966,0.000559,-0.000559
4507,Kepler-867 b,1,1,2016,0,150.242127,0.0006047,-0.0006047,0.0,0.5375,0.003,-0.003,0.0,4.64,0.41,-0.3,0.0,0.414,0.037,-0.027,0.0,19.4,20.65895,-19.443815,0.0,0.0612,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,2.72,1.04,-0.63,0.0,327.0,21.0,-21.0,0.0,0,5541.0,61.72,-68.57,0.0,0.91,0.06,-0.04,0.0,0.92,0.04,-0.04,0.0,-0.02,0.098,-0.11,0.0,1.0,4.49,0.05,-0.06,0.0,287.2852554,51.2499499,1195.54,113.13,-113.13,15.098,0.115,-0.115,13.148,0.034,-0.034,14.8849,0.002152,-0.002152
4508,Kepler-868 b,1,1,2016,0,5.03251791,2.082e-05,-2.082e-05,0.0,0.0575,0.003,-0.003,0.0,2.05,0.2,-0.17,0.0,0.183,0.018,-0.015,0.0,4.86,20.65895,-19.443815,0.0,0.0153,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,417.03,60.29,-51.02,0.0,1047.0,21.0,-21.0,0.0,0,5614.0,75.11,-68.84,0.0,0.89,0.09,-0.06,0.0,0.93,0.05,-0.06,0.0,-0.08,0.146,-0.189,0.0,1.0,4.51,0.04,-0.09,0.0,282.3635315,46.6752384,1593.13,104.09,-92.3,15.872,0.252,-0.252,14.09,0.059,-0.059,15.6177,0.000474,-0.000474
4509,Kepler-869 b,1,1,2016,0,40.4287755,0.0001799,-0.0001799,0.0,0.2244,0.003,-0.003,0.0,3.61,0.83,-0.62,0.0,0.322,0.074,-0.055,0.0,12.7,20.65895,-19.443815,0.0,0.0399,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,17.23,0.92,-0.87,0.0,494.0,21.0,-21.0,0.0,0,5664.0,72.29,-95.26,0.0,0.95,0.22,-0.07,0.0,0.97,0.05,-0.05,0.0,0.02,0.129,-0.159,0.0,1.0,4.47,0.06,-0.18,0.0,289.4245955,50.9941198,939.455,19.29,-18.543,15.122,0.08,-0.08,13.359,0.036,-0.036,14.9685,0.000399,-0.000399
4510,Kepler-87 b,1,2,2013,0,114.73635,0.00015,-0.00015,0.0,0.481,0.026,-0.028,0.0,13.49,0.55,-0.55,0.0,1.204,0.049,-0.049,0.0,324.2,8.8,-8.8,0.0,1.02,0.028,-0.028,0.0,4,0.036,0.009,-0.009,0.0,9.2,0.47,-0.44,0.0,478.0,4.0,-4.0,0.0,1,5600.0,50.0,-50.0,0.0,1.82,0.04,-0.04,0.0,1.1,0.05,-0.05,0.0,-0.17,0.03,-0.03,0.0,1.0,3.96,0.02,-0.02,0.0,297.9168433,46.9651146,1232.9,27.02,-27.02,14.681,0.137,-0.137,12.981,0.024,-0.024,14.5869,0.000244,-0.000244
4511,Kepler-87 c,1,2,2013,0,191.2318,0.0015,-0.0015,0.0,0.676,0.037,-0.04,0.0,6.14,0.29,-0.29,0.0,0.548,0.026,-0.026,0.0,6.4,0.8,-0.8,0.0,0.02,0.003,-0.003,0.0,4,0.039,0.012,-0.012,0.0,4.66,0.24,-0.22,0.0,403.0,4.0,-4.0,0.0,1,5600.0,50.0,-50.0,0.0,1.82,0.04,-0.04,0.0,1.1,0.05,-0.05,0.0,-0.17,0.03,-0.03,0.0,1.0,3.96,0.02,-0.02,0.0,297.9168433,46.9651146,1232.9,27.02,-27.02,14.681,0.137,-0.137,12.981,0.024,-0.024,14.5869,0.000244,-0.000244
4512,Kepler-870 b,1,1,2016,0,21.3587621,0.0001184,-0.0001184,0.0,0.1539,0.003,-0.003,0.0,2.78,0.51,-0.29,0.0,0.248,0.045,-0.026,0.0,8.15,20.65895,-19.443815,0.0,0.0256,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,54.87,4.76,-4.34,0.0,691.0,21.0,-21.0,0.0,0,5857.0,139.18,-150.97,0.0,1.02,0.18,-0.1,0.0,1.01,0.07,-0.06,0.0,-0.01,0.136,-0.167,0.0,1.0,4.43,0.07,-0.14,0.0,295.4025625,50.4785992,1259.46,42.865,-42.865,15.326,0.103,-0.103,13.738,0.052,-0.052,15.2216,0.000417,-0.000417
4513,Kepler-871 b,1,1,2016,0,22.0459018,0.0001072,-0.0001072,0.0,0.1572,0.003,-0.003,0.0,3.74,1.08,-0.55,0.0,0.334,0.096,-0.049,0.0,13.5,20.65895,-19.443815,0.0,0.0424,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,79.72,12.96,-10.73,0.0,640.0,21.0,-21.0,0.0,0,5993.0,107.01,-146.49,0.0,1.14,0.31,-0.13,0.0,1.11,0.09,-0.07,0.0,0.09,0.149,-0.15,0.0,1.0,4.37,0.08,-0.18,0.0,294.5270634,43.3681317,1976.05,146.09,-127.6,15.882,0.469,-0.469,14.167,0.063,-0.063,15.6422,0.000522,-0.000522
4514,Kepler-872 b,1,1,2016,0,2.57885507,5.17e-06,-5.17e-06,0.0,0.0362,0.003,-0.003,0.0,1.99,0.5,-0.23,0.0,0.178,0.045,-0.021,0.0,4.62,20.65895,-19.443815,0.0,0.0145,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,553.06,35.15,-32.65,0.0,1230.0,21.0,-21.0,0.0,0,5902.0,123.56,-185.0,0.0,1.08,0.27,-0.13,0.0,1.05,0.06,-0.08,0.0,0.04,0.13,-0.163,0.0,1.0,4.4,0.09,-0.18,0.0,295.4174725,43.6056117,879.683,23.817,-22.614,15.242,0.046,-0.046,13.389,0.033,-0.033,15.0714,0.000336,-0.000336
4515,Kepler-873 b,1,1,2016,0,20.5533844,7.327e-05,-7.327e-05,0.0,0.1542,0.003,-0.003,0.0,3.75,1.64,-0.55,0.0,0.335,0.146,-0.049,0.0,13.5,20.65895,-19.443815,0.0,0.0426,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,68.02,4.65,-4.32,0.0,749.0,21.0,-21.0,0.0,0,6163.0,97.06,-135.88,0.0,1.27,0.53,-0.18,0.0,1.18,0.17,-0.09,0.0,0.07,0.143,-0.139,0.0,1.0,4.29,0.11,-0.24,0.0,296.4031319,51.2712773,1182.22,33.82,-32.02,15.052,0.115,-0.115,13.439,0.039,-0.039,14.7952,0.00033,-0.00033
4516,Kepler-874 b,1,1,2016,0,40.0686727,0.0001013,-0.0001013,0.0,0.2234,0.003,-0.003,0.0,3.94,1.07,-0.59,0.0,0.352,0.095,-0.053,0.0,14.7,20.65895,-19.443815,0.0,0.0463,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,31.62,1.82,-1.71,0.0,560.0,21.0,-21.0,0.0,0,6020.0,155.87,-210.62,0.0,1.13,0.31,-0.15,0.0,1.09,0.12,-0.09,0.0,0.03,0.14,-0.17,0.0,1.0,4.37,0.1,-0.18,0.0,294.9568477,43.0142991,1082.16,25.93,-24.77,14.822,0.114,-0.114,13.14,0.033,-0.033,14.6941,0.000271,-0.000271
4517,Kepler-875 b,1,1,2016,0,27.5073799,0.0001536,-0.0001536,0.0,0.1771,0.003,-0.003,0.0,2.9,1.02,-0.45,0.0,0.259,0.091,-0.04,0.0,8.75,20.65895,-19.443815,0.0,0.0275,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,41.43,4.01,-3.58,0.0,569.0,21.0,-21.0,0.0,0,5958.0,259.15,-255.76,0.0,1.11,0.3,-0.16,0.0,1.06,0.13,-0.09,0.0,0.03,0.129,-0.159,0.0,1.0,4.38,0.11,-0.18,0.0,297.3012497,43.1418313,1242.62,54.59,-50.25,15.357,0.08,-0.08,13.556,0.037,-0.037,15.2096,0.000403,-0.000403
4518,Kepler-876 b,1,1,2016,0,5.14438011,2.466e-05,-2.466e-05,0.0,0.0549,0.003,-0.003,0.0,1.43,0.1,-0.09,0.0,0.128,0.009,-0.008,0.0,2.63,20.65895,-19.443815,0.0,0.00829,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,152.75,10.19,-9.46,0.0,923.0,21.0,-21.0,0.0,0,5060.0,63.15,-63.75,0.0,0.77,0.03,-0.04,0.0,0.81,0.04,-0.04,0.0,-0.03,0.144,-0.171,0.0,1.0,4.58,0.03,-0.05,0.0,283.4781717,43.3837235,820.913,21.781,-20.702,15.647,0.217,-0.217,13.354,0.042,-0.042,15.3301,0.000393,-0.000393
4519,Kepler-877 b,1,1,2016,0,18.45847097,4.779e-05,-4.779e-05,0.0,0.1301,0.003,-0.003,0.0,2.12,0.14,-0.27,0.0,0.189,0.012,-0.024,0.0,5.14,20.65895,-19.443815,0.0,0.0162,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,37.81,9.65,-9.14,0.0,632.0,21.0,-21.0,0.0,0,5261.0,66.39,-67.02,0.0,0.81,0.05,-0.05,0.0,0.85,0.04,-0.05,0.0,-0.06,0.157,-0.167,0.0,1.0,4.56,0.03,-0.07,0.0,289.8591023,46.5227429,602.176,4.888,-4.824,14.74,0.137,-0.137,12.653,0.025,-0.025,14.5228,0.001617,-0.001617
4520,Kepler-878 b,1,1,2016,0,25.9422033,0.0001029,-0.0001029,0.0,0.165,0.003,-0.003,0.0,1.93,0.12,-0.1,0.0,0.172,0.011,-0.009,0.0,4.38,20.65895,-19.443815,0.0,0.0138,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,27.01,2.71,-2.41,0.0,501.0,21.0,-21.0,0.0,0,5044.0,49.53,-47.72,0.0,0.77,0.04,-0.04,0.0,0.81,0.04,-0.04,0.0,-0.03,0.152,-0.167,0.0,1.0,4.58,0.03,-0.05,0.0,285.2962562,46.6034497,791.625,37.228,-34.082,14.967,0.08,-0.08,12.788,0.033,-0.033,14.7898,0.000423,-0.000423
4521,Kepler-879 b,1,1,2016,0,33.3855938,0.000142,-0.000142,0.0,0.2012,0.003,-0.003,0.0,2.57,0.66,-0.28,0.0,0.229,0.059,-0.025,0.0,7.13,20.65895,-19.443815,0.0,0.0224,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,29.13,1.02,-0.99,0.0,580.0,21.0,-21.0,0.0,0,5792.0,96.05,-120.23,0.0,1.02,0.22,-0.1,0.0,1.02,0.06,-0.06,0.0,0.05,0.149,-0.155,0.0,1.0,4.42,0.08,-0.16,0.0,295.8065515,50.9097521,802.672,10.942,-10.656,14.429,0.069,-0.069,12.681,0.024,-0.024,14.2377,0.000236,-0.000236
4522,Kepler-88 d,1,3,2020,0,1403.0,14.0,-14.0,0.0,0.103,0.003,-0.003,0.0,13.1,0.28,-0.22,0.0,1.17,0.025,-0.02,0.0,965.147,44.0067,-44.0067,0.0,3.05046,0.16002,-0.16002,0.0,2,0.41,0.03,-0.03,0.0,98.435,6.43,-5.6,0.0,821.5,21.0,-21.0,0.0,0,5466.0,60.0,-60.0,0.0,0.9,0.02,-0.02,0.0,0.99,0.02,-0.02,0.0,0.27,0.06,-0.06,0.0,1.0,4.53,0.03,-0.02,0.0,291.1481028,40.669413,376.863,2.01,-1.991,13.209,0.126,-0.126,11.454,0.019,-0.019,13.1048,0.000275,-0.000275
4523,Kepler-880 b,1,2,2016,0,7.71468975,1.918e-05,-1.918e-05,0.0,0.0915,0.003,-0.003,0.0,2.66,1.05,-0.44,0.0,0.237,0.094,-0.039,0.0,7.56,20.65895,-19.443815,0.0,0.0238,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,586.17,19.81,-19.15,0.0,1622.0,21.0,-21.0,0.0,0,6761.0,98.88,-97.72,0.0,1.74,0.69,-0.29,0.0,1.46,0.23,-0.13,0.0,0.03,0.123,-0.176,0.0,1.0,4.12,0.12,-0.22,0.0,281.9712347,43.6727839,601.324,8.299,-8.079001,11.845,0.022,-0.022,11.039,0.021,-0.021,11.9642,0.000178,-0.000178
4524,Kepler-880 c,1,2,2023,0,11.8061737,0.0001518,-0.0001518,0.0,0.1216,0.003,-0.003,0.0,2.87,0.58,-0.94,0.0,0.282,0.025,-0.02,0.0,8.6,20.65895,-19.443815,0.0,0.0271,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,926.72,558.94,-554.52,0.0,1407.0,21.0,-21.0,0.0,0,6900.0,184.0,-204.0,0.0,2.6,0.52,-0.85,0.0,1.71,0.17,-0.32,0.0,0.0,0.25,-0.3,0.0,1.0,3.84,0.26,-0.11,0.0,281.9712347,43.6727839,601.324,8.299,-8.079001,11.845,0.022,-0.022,11.039,0.021,-0.021,11.9642,0.000178,-0.000178
4525,Kepler-881 b,1,1,2016,0,4.44448017,2.53e-05,-2.53e-05,0.0,0.0552,0.003,-0.003,0.0,1.78,0.43,-0.32,0.0,0.159,0.038,-0.029,0.0,3.82,20.65895,-19.443815,0.0,0.012,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,538.57,46.88,-42.38,0.0,1217.0,21.0,-21.0,0.0,0,5961.0,102.59,-115.91,0.0,1.09,0.26,-0.11,0.0,1.06,0.08,-0.07,0.0,0.0,0.149,-0.181,0.0,1.0,4.39,0.08,-0.17,0.0,288.9925529,46.6706513,1375.18,50.26,-50.26,15.281,0.115,-0.115,13.714,0.043,-0.043,15.1765,0.000387,-0.000387
4526,Kepler-882 b,1,1,2016,0,3.98953967,9.76e-06,-9.76e-06,0.0,0.0449,0.003,-0.003,0.0,1.23,0.15,-0.09,0.0,0.11,0.013,-0.008,0.0,2.04,20.65895,-19.443815,0.0,0.00642,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,259.03,6.3,-6.13,0.0,903.0,21.0,-21.0,0.0,0,5476.0,141.55,-156.54,0.0,0.87,0.1,-0.06,0.0,0.9,0.05,-0.05,0.0,-0.03,0.14,-0.165,0.0,1.0,4.52,0.05,-0.1,0.0,294.6500256,43.3356106,504.605,4.15,-4.084,14.188,0.126,-0.126,12.268,0.019,-0.019,14.0774,0.000289,-0.000289
4527,Kepler-883 b,1,1,2016,0,12.98495573,3.436e-05,-3.436e-05,0.0,0.1055,0.003,-0.003,0.0,1.78,0.17,-0.13,0.0,0.159,0.015,-0.012,0.0,3.82,20.65895,-19.443815,0.0,0.012,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,163.05,5.29,-5.1,0.0,818.0,21.0,-21.0,0.0,0,6116.0,64.67,-61.19,0.0,1.09,0.1,-0.08,0.0,1.06,0.05,-0.05,0.0,-0.13,0.105,-0.11,0.0,1.0,4.4,0.05,-0.07,0.0,286.433726,50.3002266,627.455,7.096,-6.941,13.169,0.103,-0.103,11.752,0.025,-0.025,13.0069,0.000364,-0.000364
4528,Kepler-884 b,1,1,2016,0,5.69919514,1.359e-05,-1.359e-05,0.0,0.0622,0.003,-0.003,0.0,1.23,0.05,-0.05,0.0,0.11,0.004,-0.004,0.0,2.04,20.65895,-19.443815,0.0,0.00642,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,204.18,78.82,-37.05,0.0,964.0,21.0,-21.0,0.0,0,5715.0,62.9,-52.56,0.0,0.94,0.03,-0.03,0.0,1.0,0.03,-0.03,0.0,0.05,0.088,-0.088,0.0,1.0,4.49,0.02,-0.03,0.0,292.5844328,49.9232012,476.733,4.888,-4.824,13.164,0.08,-0.08,11.547,0.018,-0.018,13.0469,0.000648,-0.000648
4529,Kepler-885 b,1,1,2016,0,18.11472949,5.308e-05,-5.308e-05,0.0,0.1432,0.003,-0.003,0.0,2.5,0.4,-0.39,0.0,0.223,0.036,-0.035,0.0,6.8,20.65895,-19.443815,0.0,0.0214,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,124.65,4.17,-4.04,0.0,830.0,21.0,-21.0,0.0,0,6187.0,71.23,-58.44,0.0,1.35,0.21,-0.14,0.0,1.21,0.07,-0.05,0.0,0.11,0.083,-0.08,0.0,1.0,4.26,0.09,-0.11,0.0,288.6615682,49.7371538,651.318,8.863,-8.632,12.948,0.069,-0.069,11.535,0.021,-0.021,12.7877,0.000194,-0.000194
4530,Kepler-886 b,1,1,2016,0,6.24146367,2.154e-05,-2.154e-05,0.0,0.067,0.003,-0.003,0.0,1.52,0.42,-0.19,0.0,0.136,0.037,-0.017,0.0,2.92,20.65895,-19.443815,0.0,0.0092,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,231.43,6.8,-6.58,0.0,1111.0,21.0,-21.0,0.0,0,6098.0,97.1,-117.8,0.0,1.16,0.32,-0.14,0.0,1.1,0.1,-0.08,0.0,-0.01,0.127,-0.191,0.0,1.0,4.35,0.1,-0.18,0.0,286.2717162,43.5952037,711.297,7.1515,-7.1515,14.054,0.149,-0.149,12.565,0.023,-0.023,13.8936,0.000217,-0.000217
4531,Kepler-887 b,1,2,2016,0,20.42228798,9.225e-05,-9.225e-05,0.0,0.1536,0.003,-0.003,0.0,1.84,0.27,-0.17,0.0,0.164,0.024,-0.015,0.0,4.04,20.65895,-19.443815,0.0,0.0127,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,109.84,3.91,-3.77,0.0,785.0,21.0,-21.0,0.0,0,6194.0,62.11,-49.68,0.0,1.29,0.19,-0.12,0.0,1.19,0.05,-0.04,0.0,0.08,0.079,-0.077,0.0,1.0,4.29,0.08,-0.1,0.0,290.0907893,39.8169085,886.588,12.515,-12.177,13.52,0.069,-0.069,12.241,0.023,-0.023,13.4496,0.000276,-0.000276
4532,Kepler-887 c,1,2,2016,0,7.63846023,4.957e-05,-4.957e-05,0.0,0.0797,0.003,-0.003,0.0,1.13,0.17,-0.11,0.0,0.101,0.015,-0.01,0.0,1.51,20.65895,-19.443815,0.0,0.00474,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,407.98,14.54,-14.02,0.0,1089.0,21.0,-21.0,0.0,0,6194.0,62.11,-49.68,0.0,1.29,0.19,-0.12,0.0,1.19,0.05,-0.04,0.0,0.08,0.079,-0.077,0.0,1.0,4.29,0.08,-0.1,0.0,290.0907893,39.8169085,886.588,12.515,-12.177,13.52,0.069,-0.069,12.241,0.023,-0.023,13.4496,0.000276,-0.000276
4533,Kepler-888 b,1,1,2016,0,70.6979061,0.0003086,-0.0003086,0.0,0.328,0.003,-0.003,0.0,1.76,0.08,-0.06,0.0,0.157,0.007,-0.005,0.0,3.75,20.65895,-19.443815,0.0,0.0118,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,7.85,0.18,-0.18,0.0,417.0,21.0,-21.0,0.0,0,5875.0,66.36,-56.7,0.0,0.9,0.03,-0.03,0.0,0.97,0.03,-0.03,0.0,-0.21,0.096,-0.098,0.0,1.0,4.52,0.01,-0.01,0.0,295.5212866,49.7386804,420.817,3.221,-3.172,13.061,0.069,-0.069,11.594,0.019,-0.019,12.9814,0.000324,-0.000324
