Planet Name
OGLE-2018-BLG-0596L b
Kepler-592 b
Kepler-1624 b
HD 114783 b
Kepler-16 b
TOI-1268 b
TOI-2076 c
HD 81817 b
Kepler-837 b
HD 154857 b
Kepler-1807 b
HAT-P-46 b
Kepler-1666 b
Kepler-1628 b
K2-147 b
HD 102195 b
Kepler-1565 b
Kepler-219 b
Kepler-321 c
K2-176 b
Kepler-303 c
TOI-1246 c
Kepler-233 c
HIP 65891 b
Kepler-280 b
HIP 5763 b
WASP-14 b
Kepler-714 b
Kepler-201 b
Kepler-1740 b
Kepler-617 b
KMT-2019-BLG-0842L b
TOI-500 b
WASP-34 b
Kepler-1123 b
EPIC 201427007 b
HD 238914 b
HD 204313 e
TOI-1749 d
K2-268 f
HIP 105854 b
HD 108341 b
Kepler-702 b
Kepler-105 b
Kepler-1849 b
Kepler-102 f
K2-167 b
HD 219666 b
TOI-1107 b
HATS-76 b
TOI-3364 b
Kepler-347 b
TOI-2583 A b
OGLE-2018-BLG-1367L b
NGTS-15 b
Kepler-687 b
Kepler-283 c
Kepler-590 b
Kepler-309 c
HD 164922 d
Kepler-621 b
Kepler-1205 b
Kepler-1733 b
KIC 5479689 b
Kepler-270 c
Kepler-19 d
KMT-2017-BLG-0165L b
HD 85512 b
K2-126 b
Kepler-726 b
HD 109271 c
K2-395 b
HD 108236 b
TOI-1694 c
KMT-2019-BLG-1339L b
K2-170 b
Kepler-350 d
Kepler-1330 b
Kepler-1972 c
K2-275 b
HIP 109384 b
Kepler-1547 b
Kepler-1789 b
HD 95127 b
K2-276 b
Kepler-208 b
Kepler-217 b
Kepler-1448 b
HD 28109 c
OGLE-2018-BLG-1185L b
Kepler-741 b
HD 170469 b
HD 8574 b
TOI-3362 b
Kepler-205 c
Kepler-178 c
Kepler-116 c
HD 52265 b
Kepler-1500 b
HD 88133 b
Kepler-1961 b
Kepler-321 b
Kepler-1745 b
Kepler-852 b
Kepler-19 c
TOI-1516 b
EPIC 206024342 c
Kepler-300 c
TOI-125 d
Kepler-1627 b
HD 1666 b
KMT-2016-BLG-1107L b
Kepler-1418 b
Kepler-763 b
Kepler-615 b
HATS-2 b
WASP-173 A b
Kepler-853 b
K2-155 b
TOI-1860 b
HD 136352 b
Kepler-463 b
TOI-1422 b
Kepler-1726 b
Kepler-129 c
Kepler-37 b
Kepler-254 d
Kepler-403 c
Kepler-59 b
omi UMa b
Kepler-115 c
K2-30 b
Kepler-55 f
HD 74156 c
Kepler-163 c
Kepler-1768 b
Kepler-142 b
Kepler-263 b
HD 156098 c
Kepler-1645 b
Kepler-223 e
HD 16905 b
HATS-37 A b
Kepler-1902 b
K2-26 b
HD 205158 b
Kepler-1996 b
Kepler-48 d
HD 141399 c
CoRoT-7 c
HATS-41 b
Kepler-1846 b
K2-352 d
XO-2 S b
Kepler-620 b
Kepler-1712 b
TOI-451 c
Kepler-1104 b
HD 180314 b
Kepler-1453 b
Kepler-477 b
Kepler-232 b
Kepler-570 b
Kepler-1375 b
Kepler-777 b
HD 5319 c
Kepler-440 b
Kepler-275 c
Kepler-1593 b
Kepler-499 b
K2-3 b
Kepler-1363 b
Kepler-360 c
TOI-3688 A b
K2-399 b
HD 210702 b
Kepler-292 b
HD 219828 b
Kepler-933 b
HAT-P-27 b
Kepler-167 c
Kepler-186 c
Kepler-949 b
K2-140 b
HD 39194 d
Kepler-1651 b
K2-358 b
Kepler-1407 b
Kepler-354 d
Kepler-1987 b
TOI-3235 b
Kepler-11 b
Kepler-825 b
WASP-47 d
K2-366 b
Kepler-975 b
Kepler-14 b
Kepler-1244 b
Kepler-1760 b
TOI-905 b
Kepler-1839 b
TOI-2202 b
Kepler-1149 b
Kepler-1882 b
TOI-824 b
Kepler-53 b
Kepler-226 c
Kepler-1599 b
Kepler-278 c
K2-394 b
Kepler-672 b
Kepler-1903 b
Kepler-1265 b
HD 130322 b
K2-224 b
OGLE-2014-BLG-0676L b
Kepler-547 b
Kepler-222 c
TOI-169 b
Kepler-926 b
Kepler-333 c
HD 12235 b
Kepler-1677 b
HD 109749 b
MOA-2019-BLG-008L b
HD 62549 b
K2-384 c
HD 39091 b
Kepler-1001 b
HD 8326 b
Kepler-167 b
CoRoT-8 b
HD 175541 b
WASP-139 b
Kepler-334 d
HD 206893 c
DE CVn b
NGTS-2 b
WASP-76 b
TRAPPIST-1 b
HD 147018 b
Kepler-834 b
Kepler-765 b
Kepler-597 b
HD 33844 c
HD 21693 b
OGLE-TR-182 b
16 Cyg B b
Kepler-1832 b
Kepler-1888 b
Kepler-1534 b
Kepler-1409 b
Kepler-404 c
TOI-1181 b
OGLE-2007-BLG-368L b
K2-47 b
HD 82943 b
Kepler-1991 b
HD 126614 b
Kepler-37 e
Kepler-357 c
Kepler-6 b
HD 211810 b
Kepler-104 b
Kepler-162 c
TOI-1136 d
HD 88072 b
HD 30856 b
Kepler-1563 b
Kepler-857 b
Kepler-402 c
Kepler-132 c
Kepler-578 b
OGLE-2011-BLG-0173L b
Kepler-589 c
Kepler-1755 b
HD 111232 c
Kepler-1382 b
TOI-1842 b
KMT-2018-BLG-1292L b
HD 114613 b
Kepler-1643 b
Kepler-750 c
Kepler-1924 b
HD 190360 b
Kepler-538 b
K2-185 b
Kepler-1446 b
EPIC 212297394 c
Kepler-180 b
K2-398 c
Kepler-1717 b
XO-2 N b
MOA-2011-BLG-322L b
Kepler-41 b
Kepler-159 b
KOI-1599.02
HD 125612 d
KIC 9663113 b
Kepler-1095 b
DMPP-3 A b
Kepler-24 b
Kepler-218 b
omi CrB b
Kepler-1774 b
HD 32518 b
Kepler-127 b
GJ 1265 b
HD 80653 b
TOI-270 b
HD 160691 d
WASP-107 b
HD 13908 b
Kepler-693 b
GJ 9714 b
Kepler-249 b
WASP-156 b
HD 51608 b
Kepler-1468 c
tau Cet e
HD 5608 b
Kepler-1435 b
Kepler-1199 b
HIP 54373 c
2MASS J12073346-3932539 b
Kepler-1884 b
Kepler-971 b
NGTS-21 b
HD 202772 A b
Kepler-1844 b
WASP-113 b
HD 285507 b
Qatar-2 b
GJ 3293 e
Kepler-225 c
Kepler-1403 b
HD 124330 b
Kepler-253 c
K2-404 b
HD 46375 b
Kepler-256 d
Kepler-913 b
HD 28109 d
ome Ser b
Kepler-1590 b
WASP-68 b
MWC 758 c
WASP-159 b
HIP 109600 b
K2-268 b
Kepler-49 b
WASP-96 b
K2-102 b
WASP-56 b
EPIC 212624936 c
Kepler-544 b
HD 28185 c
Kepler-379 c
Kepler-197 e
Kepler-1690 b
Kepler-373 b
Kepler-811 b
TOI-1452 b
Kepler-1762 b
Kepler-1194 b
CoRoT-24 b
Kepler-1462 b
Kepler-1930 b
GJ 4276 b
Kepler-445 c
Kepler-632 b
K2-205 b
K2-374 b
LHS 1140 c
MOA-2012-BLG-505L b
Kepler-490 b
K2-407 b
Kepler-1938 b
Kepler-861 b
HD 85390 b
Kepler-1237 b
K2-396 b
Kepler-1920 b
Kepler-109 b
Kepler-559 b
Kepler-1874 b
Kepler-9 d
Kepler-352 b
Kepler-1085 b
TOI-1470 b
Kepler-324 c
WASP-92 b
HD 142022 A b
GJ 514 b
Kepler-230 b
Kepler-54 c
KIC 10001893 c
MXB 1658-298 b
rho CrB e
Kepler-133 c
Kepler-1020 b
Kepler-1775 b
HD 106252 b
KMT-2018-BLG-1976L b
K2-62 b
Kepler-1723 b
Kepler-196 c
EPIC 206042996 b
Kepler-1041 b
K2-157 b
Kepler-1649 b
HD 15337 c
KELT-3 b
Kepler-1424 b
Kepler-24 e
Kepler-7 b
HD 82886 b
Kepler-20 b
HD 13931 b
Kepler-302 c
Kepler-1000 b
GJ 163 d
Kepler-174 c
Kepler-129 d
Kepler-784 b
HD 183579 b
Kepler-858 b
Kepler-649 b
Kepler-1988 b
GJ 2030 b
Kepler-28 b
TOI-1136 f
K2-61 b
Kepler-1622 b
K2-416 b
TOI-564 b
V830 Tau b
Kepler-266 c
HD 211970 b
NGC 2682 Sand 364 b
Kepler-562 b
Kepler-1162 c
HD 160691 c
Wolf 503 b
Kepler-1793 b
Kepler-341 e
K2-367 b
Kepler-26 d
Kepler-302 b
HR 8799 c
Kepler-986 b
KMT-2019-BLG-0953L b
Teegarden's Star c
Kepler-368 c
Kepler-208 e
WASP-77 A b
Kepler-36 b
Kepler-256 c
Kepler-1050 b
HD 153950 b
OGLE-2008-BLG-355L b
Kepler-361 c
Kepler-80 c
NGTS-11 b
HD 164595 b
HN Lib b
TOI-244 b
Kepler-1542 d
Kepler-52 c
K2-110 b
Kepler-1221 b
Kepler-208 c
Kepler-1076 b
K2-268 d
K2-384 b
WASP-98 b
XO-4 b
Kepler-319 c
TOI-4791 b
Qatar-1 b
Kepler-1557 b
Kepler-184 b
K2-332 b
Kepler-1586 b
Kepler-1509 b
Kepler-1910 b
Kepler-213 b
K2-53 b
WASP-131 b
HD 50554 b
Kepler-968 c
Kepler-198 c
K2-393 b
K2-8 c
Kepler-625 c
TOI-4010 b
HD 12484 b
Kepler-1633 b
HD 214823 b
K2-237 b
TOI-4342 b
GJ 229 b
Kepler-85 e
HD 216435 b
Kepler-855 b
HD 108236 e
HD 4203 b
Kepler-40 b
Kepler-1554 b
TOI-2236 b
K2-3 d
Kepler-162 b
Kepler-1588 b
HD 196885 A b
Kepler-325 b
Kepler-1381 b
Kepler-938 b
Kepler-1870 b
PDS 70 c
GJ 180 c
Kepler-1868 b
Kepler-1254 b
Kepler-296 e
Kepler-84 e
Kepler-872 b
HATS-15 b
WASP-106 b
K2-243 b
Kepler-1559 b
Kepler-107 c
V1298 Tau e
Kepler-147 b
BD-06 1339 b
Kepler-42 b
Kepler-1093 b
WASP-129 b
HD 10647 b
HAT-P-68 b
OGLE-2019-BLG-0679L b
Kepler-493 b
Pr0201 b
HD 60532 b
HD 217107 b
HAT-P-29 b
HD 39855 b
HIP 948 b
Kepler-382 b
Kepler-901 b
Kepler-222 b
TCP J05074264+2447555 b
HD 34445 e
Kepler-1039 b
Kepler-713 b
EPIC 212737443 b
OGLE-2014-BLG-0319L b
K2-247 b
Kepler-401 b
TYC 2187-512-1 b
Kepler-150 d
Kepler-261 b
HD 40307 g
Kepler-185 b
Kepler-457 d
K2-320 b
Kepler-102 c
Kepler-1907 c
61 Vir c
Kepler-51 b
HD 187123 c
Kepler-1461 b
K2-230 b
K2-154 b
Kepler-150 c
Kepler-166 b
Kepler-1079 b
GJ 367 d
Kepler-1092 b
Kepler-1316 b
HD 13724 c
Kepler-137 b
WASP-67 b
Kepler-1705 c
HD 149026 b
Kepler-424 b
Kepler-295 c
Kepler-1946 b
K2-268 c
HIP 79098 AB b
KOI-1833 d
Kepler-985 b
Kepler-1799 b
Kepler-159 c
GJ 1252 b
KIC 3526061 b
HD 31527 d
Kepler-160 c
Kepler-1083 b
Kepler-1463 b
HD 63433 b
HD 102365 b
Kepler-172 b
OGLE-2018-BLG-1011L c
Kepler-58 b
Kepler-237 b
Kepler-904 b
HD 9446 b
TOI-2196 b
WASP-166 b
Kepler-1368 b
Kepler-1335 b
HD 184010 d
K2-398 b
DS Tuc A b
Kepler-173 c
Kepler-1921 b
Kepler-256 b
Kepler-807 b
WASP-187 b
HD 10180 g
Kepler-1861 b
Kepler-371 b
TOI-715 b
TYC 3318-01333-1 b
WASP-64 b
HD 213885 b
